OBJECTID,Loc_name,Status,Score,Match_type,X,Y,Match_addr,DISP_LON,DISP_LAT,ARC_Addres,ARC_City,ARC_State,ARC_ZIP,DCODE,DIVISION,RCODE,REGION,REGION_TYP,ECODE,CHAPTER,ADDRESS,CITY,STATE,ZIP
180,Address_Points,M,100,A,-123.136833,44.070388,"862 BETHEL DR, EUGENE, OR, 97402",-123.13776,44.07028,862 Bethel Dr..,Eugene,OR,97402,D21,Pacific,37R04,Cascades Region,C,37080,American Red Cross of Southwest Oregon,862 Bethel Dr..,Eugene,OR,97402
181,Address_Points,M,100,A,-122.667954,45.546032,"3131 N VANCOUVER AVE, PORTLAND, OR, 97227",-122.6687,45.54604,3131 N Vancouver Ave.,Portland,OR,97227,D21,Pacific,37R04,Cascades Region,RH,37104,American Red Cross of Northwest Oregon,3131 N Vancouver Ave.,Portland,OR,97227
182,Address_Points,M,100,A,-75.930089,40.346224,"701 CENTRE AVE, READING, PA, 19601",-75.92983,40.34636,701 Centre Ave.,Reading,PA,19601,D26,Mid-Atlantic,38R24,Eastern Pennsylvania Region,C,38024,Tri-County Chapter of  the ARC,701 Centre Ave.,Reading,PA,19601
183,Address_Points,M,100,A,-79.907521,40.865411,"312 MERCER ST, BUTLER, PA, 16001",-79.90778,40.86536,312 Mercer St.,Butler,PA,16001,D26,Mid-Atlantic,38R28,Western Pennsylvania Region,C,38052,American Red Cross of West Central Pennsylvania,312 Mercer St.,Butler,PA,16001
184,Address_Points,M,100,A,-77.187117,40.199706,"79 E POMFRET ST, CARLISLE, PA, 17013",-77.18724,40.20007,79 East Pomfret Street,Carlisle,PA,17013,D26,Mid-Atlantic,38R16,Central Pennsylvania Region,C,38098,American Red Cross of Mid State,79 East Pomfret Street,Carlisle,PA,17013
185,Address_Points,M,100,A,-80.110633,42.073794,"4961 PITTSBURGH AVE, ERIE, PA, 16509",-80.11035,42.07399,4961 Pittsburgh Ave.,Erie,PA,16509,D26,Mid-Atlantic,38R28,Western Pennsylvania Region,C,38116,American Red Cross of Northwestern Pennsylvania,4961 Pittsburgh Ave.,Erie,PA,16509
186,Address_Points,M,100,A,-78.8281,40.281886,"250 JARI DR, JOHNSTOWN, PA, 15904",-78.8291,40.28306,250 Jari Dr.,Johnstown,PA,15904,D26,Mid-Atlantic,38R28,Western Pennsylvania Region,C,38194,American Red Cross of Keystone Pennsylvania,250 Jari Dr.,Johnstown,PA,15904
187,Address_Points,T,75,A,-76.890466,40.28069,"2100 N 6TH ST, HARRISBURG, PA, 17110",-76.89076,40.28056,1804 North Sixth St.,Harrisburg,PA,17110,D26,Mid-Atlantic,38R16,Central Pennsylvania Region,RH,38196,American Red Cross of Central PA,1804 North Sixth St.,Harrisburg,PA,17110
188,Address_Points,M,100,A,-75.441137,40.641921,"964 MARCON BLVD, ALLENTOWN, PA, 18109",-75.4409,40.64117,964 Marcon Blvd.,Allentown,PA,18109,D26,Mid-Atlantic,38R24,Eastern Pennsylvania Region,C,38212,American Red Cross of Greater Lehigh Valley,964 Marcon Blvd.,Allentown,PA,18109
189,Street_Address,M,79,A,-75.189372,40.978856,"321 PARK AVE, STROUDSBURG, PA, 18360", , ,322 Park Ave.,Stroudsburg,PA,18360,D26,Mid-Atlantic,38R24,Eastern Pennsylvania Region,C,38256,The Pocono & Endless Mountain Chapter of the ARC,322 Park Ave.,Stroudsburg,PA,18360
190,Address_Points,T,100,A,-80.002921,40.438782,"225 BLVD OF THE ALLIES, PITTSBURGH, PA, 15222",-80.00285,40.43897,225 Boulevard of the Allies,Pittsburgh,PA,15222,D26,Mid-Atlantic,38R28,Western Pennsylvania Region,RH,38300,American Red Cross of Southwestern Pennsylvania,225 Boulevard of the Allies,Pittsburgh,PA,15222
191,Address_Points,T,78,A,-75.656479,41.410697,"535 JEFFERSON AVE, SCRANTON, PA, 18510",-75.65675,41.41089,545 Jefferson Ave.,Scranton,PA,18510,D26,Mid-Atlantic,38R24,Eastern Pennsylvania Region,C,38332,American Red Cross of the Wyoming Valley,545 Jefferson Ave.,Scranton,PA,18510
192,Street_Address,M,75,A,-75.17813,39.952644,"S 23RD ST & CHESTNUT ST, PHILADELPHIA, PA, 19103", , ,23rd & Chestnut St.,Phildalephia,PA,19103,D26,Mid-Atlantic,38R24,Eastern Pennsylvania Region,RH,38360,American Red Cross of Southeastern Pennsylvania,23rd & Chestnut St.,Phildalephia,PA,19103
193,Address_Points,M,100,A,-76.909883,40.962124,"249 FARLEY CIR, LEWISBURG, PA, 17837",-76.90943,40.96209,249 Farley Circle,Lewisburg,PA,17837,D26,Mid-Atlantic,38R16,Central Pennsylvania Region,C,38400,American Red Cross of North Central PA,249 Farley Circle,Lewisburg,PA,17837
194,Address_Points,M,78,A,-79.539023,40.308587,"333 HARVEY AVE, GREENSBURG, PA, 15601",-79.53864,40.30854,351 Harvey Avenue B,Greensburg,PA,15601,D26,Mid-Atlantic,38R28,Western Pennsylvania Region,C,38428,American Red Cross of Chestnut Ridge Western Pennsylvania,351 Harvey Avenue B,Greensburg,PA,15601
195,Address_Points,T,78,A,-76.722707,39.952078,"800 S GEORGE ST, YORK, PA, 17403",-76.72315,39.95194,724 S George St.,York,PA,17403,D26,Mid-Atlantic,38R16,Central Pennsylvania Region,C,38444,American Red Cross of South Central PA,724 S George St.,York,PA,17403
196,Street_Address,M,100,A,-71.389806,41.821917,"105 GANO ST, PROVIDENCE, RI, 02906", , ,105 Gano Street,Providence,RI,02906,D27,Northeast,07R08,Connecticut and Rhode Island Region,C,39004,American Red Cross of Rhode Island,105 Gano Street,Providence,RI,02906
197,Address_Points,M,79,A,-80.01347,32.878487,"2420 MALL DR, CHARLESTON, SC, 29406",-80.01388,32.87882,2424 Mall Dr.,Charleston,SC,29406,D26,Mid-Atlantic,40R08,South Carolina Region,RH,40048,American Red Cross of Lowcountry South Carolina,2424 Mall Dr.,Charleston,SC,29406
198,Street_Address,M,84,A,-81.037895,34.023445,"2751 BULL ST, COLUMBIA, SC, 29201", , ,2751 Bull Street,Columbia,SC,29202,D26,Mid-Atlantic,40R08,South Carolina Region,C,40050,American Red Cross of Central South Carolina,2751 Bull Street,Columbia,SC,29202
199,Address_Points,M,78,A,-82.418527,34.813181,"1020 GROVE RD, GREENVILLE, SC, 29605",-82.41912,34.81337,940 Grove Road,Greenville,SC,29605,D26,Mid-Atlantic,40R08,South Carolina Region,C,40104,American Red Cross of UpState South Carolina,940 Grove Road,Greenville,SC,29605
200,Street_Address,M,100,A,-78.932022,33.662586,"2795 PAMPAS DR, MYRTLE BEACH, SC, 29577", , ,2795 Pampas Drive,Myrtle Beach,SC,29577,D26,Mid-Atlantic,40R08,South Carolina Region,C,40120,American Red Cross of Eastern South Carolina,2795 Pampas Drive,Myrtle Beach,SC,29577
201,Address_Points,M,100,A,-81.051377,34.953934,"200 PIEDMONT BLVD, ROCK HILL, SC, 29732",-81.05171,34.95396,200 Piedmont Blvd,Rock Hill,SC,29732,D26,Mid-Atlantic,40R08,South Carolina Region,C,40196,American Red Cross of Northern South Carolina,200 Piedmont Blvd,Rock Hill,SC,29732
202,Address_Points,M,89,A,-103.211697,44.097152,"1221 N MAPLE AVE, RAPID CITY, SD, 57701",-103.21217,44.09727,1221 N. Maple,Rapid City,SD,57701,D23,North Central,34R08,Dakotas Region,C,41016,ARC serving Central and Western South Dakota,1221 N. Maple,Rapid City,SD,57701
203,Address_Points,M,90,A,-96.746246,43.538556,"808 S WEST AVE, SIOUX FALLS, SD, 57104",-96.74585,43.53856,808 North West Avenue,Sioux Falls,SD,57104,D23,North Central,34R08,Dakotas Region,C,41208,ARC serving Eastern South Dakota,808 North West Avenue,Sioux Falls,SD,57104
204,Address_Points,M,100,A,-85.216848,35.08832,"4115 S ACCESS RD, CHATTANOOGA, TN, 37406",-85.21762,35.08742,4115 S Access Road,Chattanooga,TN,37406,D25,SEC,42R20,Tennessee Region,C,42036,American Red Cross of Southeast Tennessee,4115 S Access Road,Chattanooga,TN,37406
205,Address_Points,M,100,A,-88.819334,35.615574,"212 N HIGHLAND AVE, JACKSON, TN, 38301",-88.81899,35.6156,212 N Highland Ave Ste 240,Jackson,TN,38301,D25,SEC,42R20,Tennessee Region,C,42170,American Red Cross of Mid-West Tennessee,212 N Highland Ave Ste 240,Jackson,TN,38301
206,Address_Points,M,79,A,-82.52096,36.444929,"664 EASTERN STAR RD, KINGSPORT, TN, 37663",-82.51925,36.44523,660 Eastern Star Rd,Kingsport,TN,37663,D25,SEC,42R20,Tennessee Region,C,42192,American Red Cross of Northeast Tennessee,660 Eastern Star Rd,Kingsport,TN,37663
207,Address_Points,T,78,A,-84.030481,35.943827,"7001 MIDDLEBROOK PIKE, KNOXVILLE, TN, 37909",-84.031,35.94461,6921 Middlebrook Pike,Knoxville,TN,37909,D25,SEC,42R20,Tennessee Region,C,42196,American Red Cross of East Tennessee,6921 Middlebrook Pike,Knoxville,TN,37909
208,Address_Points,M,100,A,-87.338718,35.224909,"181 PROSSER RD, LAWRENCEBURG, TN, 38464",-87.33874,35.22464,181 Prosser Road,Lawrenceburg,TN,38464,D25,SEC,42R20,Tennessee Region,C,42204,American Red Cross of Tennessee River,181 Prosser Road,Lawrenceburg,TN,38464
209,Address_Points,M,100,A,-90.015289,35.126586,"1400 CENTRAL AVE, MEMPHIS, TN, 38104",-90.01527,35.1271,1400 Central Avenue,Memphis,TN,38104,D25,SEC,42R20,Tennessee Region,C,42264,American Red Cross of Mid-South Tennessee,1400 Central Avenue,Memphis,TN,38104
210,Address_Points,M,100,A,-86.80729,36.156318,"2201 CHARLOTTE AVE, NASHVILLE, TN, 37203",-86.80795,36.15566,2201 Charlotte Ave.,Nashville,TN,37203,D25,SEC,42R20,Tennessee Region,RH,42296,American Red Cross of Nashville Area,2201 Charlotte Ave.,Nashville,TN,37203
211,Address_Points,M,84,A,-86.397784,35.851439,"501 MEMORIAL BLVD, MURFREESBORO, TN, 37129",-86.39822,35.85175,501 Memorial Blvd,Murfreesboro,TN,37133,D25,SEC,42R20,Tennessee Region,C,42344,American Red Cross Heart of Tennessee,501 Memorial Blvd,Murfreesboro,TN,37133
212,Address_Points,M,78,A,-94.136396,30.108863,"3190 EASTEX FWY, BEAUMONT, TX, 77703",-94.13627,30.10951,3260 Eastex Freeway,Beaumont,TX,77703,D22,SWARM,43R28,Texas Gulf Coast Region,C,43044,Beaumont Chapter,3260 Eastex Freeway,Beaumont,TX,77703
213,Street_Address,M,61,A,-97.760046,26.187312,"6914 W EXPY 83, HARLINGEN, TX, 78552", , ,6914 N. Expressway 83,Harlington,TX,78551,D22,SWARM,43R28,Texas Gulf Coast Region,C,43092,South Texas Chapter,6914 N. Expressway 83,Harlington,TX,78551
214,Address_Points,M,100,A,-97.69853,30.288422,"2218 PERSHING DR, AUSTIN, TX, 78723",-97.6986,30.28842,2218 Pershing Drive,Austin,TX,78723,D22,SWARM,43R08,Central and South Texas Region,RH,43129,American Red Cross serving Central TX,2218 Pershing Drive,Austin,TX,78723
215,Address_Points,M,84,A,-97.402266,27.771516,"1721 S BROWNLEE BLVD, CORPUS CHRISTI, TX, 78404",-97.40257,27.77151,1721 S. Brownlee Blvd,Corpus Christi,TX,78463,D22,SWARM,43R28,Texas Gulf Coast Region,C,43142,Coastal Bend Texas Chapter,1721 S. Brownlee Blvd,Corpus Christi,TX,78463
216,Address_Points,M,100,A,-96.832339,32.807954,"4800 HARRY HINES BLVD, DALLAS, TX, 75235",-96.83233,32.80917,4800 Harry Hines Blvd,Dallas,TX,75235,D22,SWARM,43R16,North Texas Region,RH,43200,American Red Cross serving Dallas Fort Worth,4800 Harry Hines Blvd,Dallas,TX,75235
217,Address_Points,M,100,A,-106.364037,31.794786,"3620 ADMIRAL ST, EL PASO, TX, 79925",-106.3636,31.79479,3620 Admiral St.,El Paso,TX,79925,D22,SWARM,03R04,Arizona New Mexico El Paso Region,C,43256,American Red Cross of El Paso and Southern NM,3620 Admiral St.,El Paso,TX,79925
218,Address_Points,M,100,A,-96.634173,33.211327,"1450 REDBUD BLVD, MCKINNEY, TX, 75069",-96.63375,33.2118,1450 Redbud Blvd,McKinney,TX,75069,D22,SWARM,43R16,North Texas Region,C,43332,American Red Cross serving the Texoma Area,1450 Redbud Blvd,McKinney,TX,75069
219,Address_Points,M,89,A,-101.842201,35.194574,"1800 S HARRISON ST, AMARILLO, TX, 79102",-101.84256,35.19463,1800 S. Harrison,Amarillo,TX,79102,D22,SWARM,43R16,North Texas Region,C,43333,American Red Cross serving the Texas Panhandle,1800 S. Harrison,Amarillo,TX,79102
220,Address_Points,M,100,A,-95.420331,29.730968,"2700 SOUTHWEST FWY, HOUSTON, TX, 77098",-95.42035,29.73171,2700 Southwest Freeway,Houston,TX,77098,D22,SWARM,43R28,Texas Gulf Coast Region,RH,43336,Greater Houston Area Chapter,2700 Southwest Freeway,Houston,TX,77098
221,Address_Points,M,78,A,-97.189441,31.547392,"4324 COBBS DR, WACO, TX, 76710",-97.18935,31.54665,4224 Cobbs Drive,Waco,TX,76710,D22,SWARM,43R08,Central and South Texas Region,C,43390,American Red Cross serving the Heart of TX,4224 Cobbs Drive,Waco,TX,76710
222,Address_Points,M,89,A,-99.138452,30.047413,"333 EARL GARRETT ST, KERRVILLE, TX, 78028",-99.13829,30.04715,333 Earl Garrett,Kerrville,TX,78028,D22,SWARM,43R08,Central and South Texas Region,C,43484,American Red Cross serving the Hill Country of TX,333 Earl Garrett,Kerrville,TX,78028
223,Address_Points,M,84,A,-101.863218,33.577827,"2201 19TH ST, LUBBOCK, TX, 79401",-101.86322,33.57752,2201 19th St.,Lubbock,TX,79411,D22,SWARM,43R16,North Texas Region,C,43552,American Red Cross serving the Texas South Plains,2201 19th St.,Lubbock,TX,79411
224,Street_Address,M,84,A,-102.211543,31.942823,"9601 WRIGHT DR, MIDLAND, TX, 79706", , ,9601 Wright Dr.,Midland,TX,79711,D22,SWARM,43R08,Central and South Texas Region,C,43596,American Red Cross serving the Permian Basin of TX,9601 Wright Dr.,Midland,TX,79711
225,Address_Points,M,100,A,-98.427097,29.42474,"3642 E HOUSTON ST, SAN ANTONIO, TX, 78219",-98.4274,29.42426,3642 E. Houston Street,San Antonio,TX,78219,D22,SWARM,43R08,Central and South Texas Region,C,43746,American Red Cross serving Greater San Antonio TX,3642 E. Houston Street,San Antonio,TX,78219
226,Address_Points,M,84,A,-95.299219,32.288892,"320 E RIECK RD, TYLER, TX, 75703",-95.29907,32.28969,320 E. Rieck Rd.,Tyler,TX,75711,D22,SWARM,43R16,North Texas Region,C,43784,American Red Cross serving East Texas,320 E. Rieck Rd.,Tyler,TX,75711
227,Street_Address,M,100,A,-94.049763,33.425772,"821 SPRUCE ST, TEXARKANA, TX, 75501", , ,821 Spruce St,Texarkana,TX,75501,D22,SWARM,43R16,North Texas Region,C,43828,American Red Cross serving the Northeast Texas Area,821 Spruce St,Texarkana,TX,75501
228,Address_Points,M,79,A,-98.506606,33.909488,"1805 5TH ST, WICHITA FALLS, TX, 76301",-98.50661,33.90916,1809 5th St.,Wichita Falls,TX,76301,D22,SWARM,43R16,North Texas Region,C,43916,American Red Cross serving Texas Big Country,1809 5th St.,Wichita Falls,TX,76301
229,Street_Address,T,71,A,-111.93967,41.150367,"6201 HARRISON BLVD, OGDEN, UT, 84405", , ,2955 Harrison Blvd. 204,Ogden,UT,84405,D22,SWARM,44R04,Utah Region,C,44006,American Red Cross of Northern UT,2955 Harrison Blvd. 204,Ogden,UT,84405
230,Address_Points,M,100,A,-111.662096,40.245239,"865 N FREEDOM BLVD, PROVO, UT, 84604",-111.6624,40.24516,865 North Freedom Blvd.,Provo,UT,84604,D22,SWARM,44R04,Utah Region,C,44022,American Red Cross Central and Southern UT,865 North Freedom Blvd.,Provo,UT,84604
231,Address_Points,M,100,A,-111.874867,40.762826,"555 E 300 S, SALT LAKE CITY, UT, 84102",-111.87482,40.7634,"555 East 300 South, Suite 200",Salt Lake City,UT,84102,D22,SWARM,44R04,Utah Region,RH,44084,American Red Cross of Greater Salt Lake,"555 East 300 South, Suite 200",Salt Lake City,UT,84102
232,Address_Points,M,100,A,-73.198749,44.481594,"29 MANSFIELD AVE, BURLINGTON, VT, 05401",-73.19916,44.48149,29 Mansfield Ave.,Burlington,VT,05401,D27,Northeast,29R04,New Hampshire and Vermont Region,C,45061,American Red Cross of Vermont,29 Mansfield Ave.,Burlington,VT,05401
233,Address_Points,M,100,A,-77.048981,38.806306,"123 N ALFRED ST, ALEXANDRIA, VA, 22314",-77.04887,38.80628,123 North Alfred Street,Alexandria,VA,22314,D26,Mid-Atlantic,09R04,National Capital Area Region,C,46008,American Red Cross serving Alexandria and Arlington,123 North Alfred Street,Alexandria,VA,22314
234,Address_Points,M,100,A,-79.185563,37.369882,"1007 SHEFFIELD DR, LYNCHBURG, VA, 24502",-79.18549,37.3702,1007 Sheffield Drive,Lynchburg,VA,24502,D26,Mid-Atlantic,46R08,Virginia Region,C,46036,American Red Cross of Blue Ridge Virginia,1007 Sheffield Drive,Lynchburg,VA,24502
235,Address_Points,M,100,A,-82.103233,36.641206,"14298 LEE HWY, BRISTOL, VA, 24202",-82.10306,36.64082,14298 Lee Hwy,Bristol,VA,24202,D26,Mid-Atlantic,46R08,Virginia Region,C,46052,American Red Cross of Mountain Empire Virginia,14298 Lee Hwy,Bristol,VA,24202
236,Address_Points,T,79,A,-78.483993,38.0419,"1103 ROSE HILL DR, CHARLOTTESVILLE, VA, 22903",-78.48444,38.04177,1105 Rose Hill Dr.,Charlottesville,VA,22903,D26,Mid-Atlantic,46R08,Virginia Region,C,46081,American Red Cross of Shenandoah Virginia,1105 Rose Hill Dr.,Charlottesville,VA,22903
237,Address_Points,M,100,A,-77.238063,38.865562,"8550 ARLINGTON BLVD, FAIRFAX, VA, 22031",-77.23806,38.86615,8550 Arlington Blvd.,Fairfax,VA,22031,D26,Mid-Atlantic,09R04,National Capital Area Region,C,46144,American Red Cross serving Fairfax County,8550 Arlington Blvd.,Fairfax,VA,22031
238,Address_Points,M,88,A,-77.49955,38.2327,"4836 SOUTHPOINT PKWY, FREDERICKSBURG, VA, 22407",-77.50033,38.2327,4836 Southpoint Pkwy,Frdericksburg,VA,22407,D26,Mid-Atlantic,46R08,Virginia Region,C,46168,American Red Cross of Rappahannock Virginia,4836 Southpoint Pkwy,Frdericksburg,VA,22407
239,Address_Points,M,80,A,-77.566513,39.112606,"8 SOUTH ST SW, LEESBURG, VA, 20175",-77.56575,39.113,8B South Street SW 107C,Leesburg,VA,20175,D26,Mid-Atlantic,09R04,National Capital Area Region,C,46248,American Red Cross serving Loudoun and Prince William Counties,8B South Street SW 107C,Leesburg,VA,20175
240,Address_Points,M,100,A,-77.440941,37.539674,"420 E CARY ST, RICHMOND, VA, 23219",-77.44076,37.53987,420 East Cary Street,Richmond,VA,23219,D26,Mid-Atlantic,46R08,Virginia Region,RH,46372,American Red Cross of Capital Virginia,420 East Cary Street,Richmond,VA,23219
241,Address_Points,M,100,A,-79.947702,37.270318,"352 CHURCH AVE SW, ROANOKE, VA, 24016",-79.9477,37.26995,352 Church Ave. SW.,Roanoke,VA,24016,D26,Mid-Atlantic,46R08,Virginia Region,C,46380,American Red Cross of Roanoke and New River Valleys Virginia,352 Church Ave. SW.,Roanoke,VA,24016
242,Address_Points,M,100,A,-76.301473,36.85671,"611 W BRAMBLETON AVE, NORFOLK, VA, 23510",-76.3021,36.85643,611 W. Brambleton Ave.,Norfolk,VA,23510,D26,Mid-Atlantic,46R08,Virginia Region,C,46441,American Red Cross of Coastal Virginia,611 W. Brambleton Ave.,Norfolk,VA,23510
243,Address_Points,M,85,A,-119.219477,46.212546,"7202 W DESCHUTES AVE, KENNEWICK, WA, 99336",-119.21955,46.21299,"7202 W, Deshutes",Kennewick,WA,99336,D21,Pacific,47R08,Northwest Region,C,47018,The American Red Cross serving Central and Southeastern Washington,"7202 W, Deshutes",Kennewick,WA,99336
244,Address_Points,M,100,A,-122.638042,45.637718,"3114 E 4TH PLAIN BLVD, VANCOUVER, WA, 98661",-122.63798,45.63807,3114 E 4th Plain Blvd.,Vancouver,WA,98661,D21,Pacific,37R04,Cascades Region,C,47028,American Red Cross of Southwest Washington,3114 E 4th Plain Blvd.,Vancouver,WA,98661
245,Address_Points,M,89,A,-117.417028,47.674017,"315 W NORA AVE, SPOKANE, WA, 99205",-117.41703,47.67384,315 West Nora,Spokane,WA,99205,D21,Pacific,47R08,Northwest Region,C,47066,The American Red Cross serving the Greater Inland Northwest,315 West Nora,Spokane,WA,99205
246,Address_Points,M,100,A,-122.626891,47.568823,"811 PACIFIC AVE, BREMERTON, WA, 98337",-122.62721,47.56882,811 Pacific Ave.,Bremerton,WA,98337,D21,Pacific,47R08,Northwest Region,C,47072,The American Red Cross serving Kitsap and Olympic Peninsulas,811 Pacific Ave.,Bremerton,WA,98337
247,Address_Points,M,100,A,-122.300311,47.58591,"1900 25TH AVE S, SEATTLE, WA, 98144",-122.29956,47.5859,1900 25TH Ave.South,Seattle,WA,98144,D21,Pacific,47R08,Northwest Region,RH,47116,The American Red Cross serving King County,1900 25TH Ave.South,Seattle,WA,98144
248,Street_Address,M,90,A,-122.202869,47.984091,"2530 LOMBARD AVE, EVERETT, WA, 98201", , ,2530 Lombard Avenue,Everertt,WA,98201,D21,Pacific,47R08,Northwest Region,C,47128,The American Red Cross serving Snohomish County,2530 Lombard Avenue,Everertt,WA,98201
249,Address_Points,M,84,A,-122.449922,47.231271,"1235 S TACOMA WAY, TACOMA, WA, 98409",-122.45015,47.23153,1235 S. Tacoma Way,Tacoma,WA,98411,D21,Pacific,47R08,Northwest Region,C,47138,The American Red Cross of South Puget Sound,1235 S. Tacoma Way,Tacoma,WA,98411
250,Address_Points,M,100,A,-122.463484,48.75814,"2111 KING ST, BELLINGHAM, WA, 98225",-122.46393,48.75818,2111 King Street,Bellingham,WA,98225,D21,Pacific,47R08,Northwest Region,C,47152,The American Red Cross serving Northwest Washington,2111 King Street,Bellingham,WA,98225
251,Address_Points,M,84,A,-81.802896,38.412304,"113 LAKEVIEW DR, CHARLESTON, WV, 25313",-81.80271,38.41176,113 Lakeview Dr.,Charleston,WV,25361,D24,Crossroads,48R04,West Virginia Region,RH,48036,American Red Cross of Southwest West Virginia,113 Lakeview Dr.,Charleston,WV,25361
252,Street_Address,M,84,A,-81.182336,37.810999,"200 INDUSTRIAL DR, BECKLEY, WV, 25801", , ,200 Industrial Dr.,Beckley,WV,25802,D24,Crossroads,48R04,West Virginia Region,C,48048,American Red Cross of Southeast West Virginia,200 Industrial Dr.,Beckley,WV,25802
253,Address_Points,M,100,A,-81.557642,39.267829,"220 8TH ST, PARKERSBURG, WV, 26101",-81.55773,39.26775,220 8th Street,Parkersburg,WV,26101,D24,Crossroads,48R04,West Virginia Region,C,48119,American Red Cross of Northwest West Virginia,220 8th Street,Parkersburg,WV,26101
254,Address_Points,T,77,A,-79.95416,39.659304,"1193 PINEVIEW DR, MORGANTOWN, WV, 26505",-79.95511,39.65966,1299 Pineview Dr. Ste 300,Morgantown,WV,26505,D24,Crossroads,48R04,West Virginia Region,C,48240,American Red Cross of Northeast West Virginia,1299 Pineview Dr. Ste 300,Morgantown,WV,26505
255,Address_Points,M,100,A,-89.463276,43.072986,"4860 SHEBOYGAN AVE, MADISON, WI, 53705",-89.46305,43.07391,4860 Sheboygan Ave.,Madison,WI,53705,D23,North Central,49R12,Wisconsin Region,C,49064,American Red Cross of Southwest Wisconsin,4860 Sheboygan Ave.,Madison,WI,53705
256,Address_Points,T,78,A,-91.467856,44.807356,"3744 SPOONER AVE, ALTOONA, WI, 54720",-91.46786,44.80784,3728 Spooner Ave.,Altoona,WI,54720,D23,North Central,49R12,Wisconsin Region,C,49084,American Red Cross of Northwest Wisconsin,3728 Spooner Ave.,Altoona,WI,54720
257,Address_Points,M,79,A,-87.946659,43.038749,"2602 W WISCONSIN AVE, MILWAUKEE, WI, 53233",-87.94665,43.03928,2600 W. Wisconsin Avenue,Milwaukee,WI,53233,D23,North Central,49R12,Wisconsin Region,RH,49110,American Red Cross of Southeast Wisconsin,2600 W. Wisconsin Avenue,Milwaukee,WI,53233
258,Street_Address,T,63,A,-88.582394,44.024099,"515 N WASHBURN ST, OSHKOSH, WI, 54904", , ,515 Washburn Avenue 201,Oshkosh,WI,54901,D23,North Central,49R12,Wisconsin Region,C,49162,American Red Cross of Northeast Wisconsin,515 Washburn Avenue 201,Oshkosh,WI,54901
259,Address_Points,M,100,A,-89.628382,44.96989,"1602 2ND ST, WAUSAU, WI, 54403",-89.62866,44.97004,1602 2nd Street,Wausau,WI,54403,D23,North Central,49R12,Wisconsin Region,C,49248,American Red Cross of North Central Wisconsin,1602 2nd Street,Wausau,WI,54403
260,Address_Points,M,100,A,-104.840558,41.169877,"5500 BISHOP BLVD, CHEYENNE, WY, 82009",-104.84155,41.17018,5500 Bishop Blvd,Cheyenne,WY,82009,D22,SWARM,06R08,Colorado and Wyoming Region,C,50060,American Red Cross of Wyoming,5500 Bishop Blvd,Cheyenne,WY,82009
261,Address_Points,M,100,A,-157.798638,21.266459,"4155 DIAMOND HEAD RD, HONOLULU, HI, 96816",-157.79836,21.26676,4155 Diamond Head Road,Honolulu,HI,96816,D21,Pacific,54R04,Pacific Islands Region,RH,54004,American Red Cross of Hawaii,4155 Diamond Head Road,Honolulu,HI,96816
262,Zipcode,M,100,A,-66.06003,18.41732,00935, , ,Bo. Moncacillos,Rio Pedras,PR,00935,D25,SEC,56R04,Puerto Rico Region,RH,56004,American Red Cross Of Puerto Rico,Bo. Moncacillos,Rio Pedras,PR,00935
263,Address_Points,M,100,A,-77.238063,38.865562,"8550 ARLINGTON BLVD, FAIRFAX, VA, 22031",-77.23806,38.86615,8550 Arlington Blvd.,Fairfax,VA,22031,D26,Mid-Atlantic,09R04,National Capital Area Region,RH,09004,American Red Cross serving the District of Columbia,8550 Arlington Blvd.,Fairfax,VA,22031
